region,carburant,annee,mois,prix_moyen_by_litre
82,Gazole,2007,1,1.02
82,Gazole,2007,2,1.03
82,Gazole,2007,3,1.04
82,Gazole,2007,4,1.07
82,Gazole,2007,5,1.08
82,Gazole,2007,6,1.09
82,Gazole,2007,7,1.1
82,Gazole,2007,8,1.1
82,Gazole,2007,9,1.12
82,Gazole,2007,10,1.13
82,Gazole,2007,11,1.22
82,Gazole,2007,12,1.22
82,Gazole,2008,1,1.21
82,Gazole,2008,2,1.22
82,Gazole,2008,3,1.28
82,Gazole,2008,4,1.31
82,Gazole,2008,5,1.4
82,Gazole,2008,6,1.46
82,Gazole,2008,7,1.45
82,Gazole,2008,8,1.36
82,Gazole,2008,9,1.32
82,Gazole,2008,10,1.24
82,Gazole,2008,11,1.14
82,Gazole,2008,12,1.03
82,Gazole,2009,1,1.0
82,Gazole,2009,2,0.98
82,Gazole,2009,3,0.96
82,Gazole,2009,4,0.98
82,Gazole,2009,5,0.98
82,Gazole,2009,6,1.03
82,Gazole,2009,7,1.01
82,Gazole,2009,8,1.04
82,Gazole,2009,9,1.03
82,Gazole,2009,10,1.03
82,Gazole,2009,11,1.06
82,Gazole,2009,12,1.05
82,Gazole,2010,1,1.09
82,Gazole,2010,2,1.1
82,Gazole,2010,3,1.13
82,Gazole,2010,4,1.17
82,Gazole,2010,5,1.19
82,Gazole,2010,6,1.18
82,Gazole,2010,7,1.16
82,Gazole,2010,8,1.16
82,Gazole,2010,9,1.16
82,Gazole,2010,10,1.19
82,Gazole,2010,11,1.2
82,Gazole,2010,12,1.24
82,Gazole,2011,1,1.29
82,Gazole,2011,2,1.32
82,Gazole,2011,3,1.37
82,Gazole,2011,4,1.38
82,Gazole,2011,5,1.35
82,Gazole,2011,6,1.34
82,Gazole,2011,7,1.34
82,Gazole,2011,8,1.33
82,Gazole,2011,9,1.35
82,Gazole,2011,10,1.35
82,Gazole,2011,11,1.38
82,Gazole,2011,12,1.39
82,Gazole,2012,1,1.41
82,Gazole,2012,2,1.43
82,Gazole,2012,3,1.46
82,Gazole,2012,4,1.44
82,Gazole,2012,5,1.41
82,Gazole,2012,6,1.35
82,Gazole,2012,7,1.38
82,Gazole,2012,8,1.44
82,Gazole,2012,9,1.4
82,Gazole,2012,10,1.39
82,Gazole,2012,11,1.37
82,Gazole,2012,12,1.37
82,Gazole,2013,1,1.39
82,Gazole,2013,2,1.42
82,Gazole,2013,3,1.4
82,Gazole,2013,4,1.36
82,Gazole,2013,5,1.34
82,Gazole,2013,6,1.34
82,Gazole,2013,7,1.36
82,Gazole,2013,8,1.36
82,Gazole,2013,9,1.38
82,Gazole,2013,10,1.34
82,Gazole,2013,11,1.33
82,Gazole,2013,12,1.35
82,Gazole,2014,1,1.35
82,Gazole,2014,2,1.35
82,Gazole,2014,3,1.34
82,Gazole,2014,4,1.34
82,Gazole,2014,5,1.34
82,Gazole,2014,6,1.34
82,Gazole,2014,7,1.34
82,Gazole,2014,8,1.33
82,Gazole,2014,9,1.32
82,Gazole,2014,10,1.29
82,Gazole,2014,11,1.26
82,Gazole,2014,12,1.18
82,Gazole,2015,1,1.14
82,Gazole,2015,2,1.2
82,Gazole,2015,3,1.23
82,Gazole,2015,4,1.23
82,Gazole,2015,5,1.26
82,Gazole,2015,6,1.25
82,Gazole,2015,7,1.21
82,Gazole,2015,8,1.16
82,Gazole,2015,9,1.13
82,Gazole,2015,10,1.13
82,Gazole,2015,11,1.13
82,Gazole,2015,12,1.07
82,Gazole,2016,1,
82,Gazole,2016,2,
82,Gazole,2016,3,
82,Gazole,2016,4,
82,Gazole,2016,5,
82,Gazole,2016,6,
82,Gazole,2016,7,
82,Gazole,2016,8,
82,Gazole,2016,9,
82,Gazole,2016,10,
82,Gazole,2016,11,
82,Gazole,2016,12,
82,Gazole,2017,1,
82,Gazole,2017,2,
82,Gazole,2017,3,
82,Gazole,2017,4,
82,Gazole,2017,5,
82,Gazole,2017,6,
82,Gazole,2017,7,
82,Gazole,2017,8,
82,Gazole,2017,9,
82,Gazole,2017,10,
82,Gazole,2017,11,
82,Gazole,2017,12,
82,Gazole,2018,1,
82,Gazole,2018,2,
82,Gazole,2018,3,
82,Gazole,2018,4,
82,Gazole,2018,5,
82,Gazole,2018,6,
82,Gazole,2018,7,
82,Gazole,2018,8,
82,Gazole,2018,9,
82,Gazole,2018,10,
82,Gazole,2018,11,
82,Gazole,2018,12,
82,Gazole,2019,1,
82,Gazole,2019,2,
82,Gazole,2019,3,
82,Gazole,2019,4,
82,Gazole,2019,5,
82,Gazole,2019,6,
82,Gazole,2019,7,
82,Gazole,2019,8,
82,Gazole,2019,9,
82,Gazole,2019,10,
82,Gazole,2019,11,
82,Gazole,2019,12,
82,Gazole,2020,1,
82,Gazole,2020,2,
82,Gazole,2020,3,
82,Gazole,2020,4,
82,Gazole,2020,5,
82,Gazole,2020,6,
82,Gazole,2020,7,
82,Gazole,2020,8,
82,Gazole,2020,9,
82,Gazole,2020,10,
82,Gazole,2020,11,
82,Gazole,2020,12,
82,Gazole,2021,1,
82,Gazole,2021,2,
82,Gazole,2021,3,
82,Gazole,2021,4,
82,Gazole,2021,5,
82,Gazole,2021,6,
82,Gazole,2021,7,
82,Gazole,2021,8,
82,Gazole,2021,9,
82,Gazole,2021,10,
82,Gazole,2021,11,
82,Gazole,2021,12,
82,SP95,2007,1,1.18
82,SP95,2007,2,1.19
82,SP95,2007,3,1.24
82,SP95,2007,4,1.28
82,SP95,2007,5,1.32
82,SP95,2007,6,1.32
82,SP95,2007,7,1.32
82,SP95,2007,8,1.28
82,SP95,2007,9,1.29
82,SP95,2007,10,1.29
82,SP95,2007,11,1.35
82,SP95,2007,12,1.35
82,SP95,2008,1,1.37
82,SP95,2008,2,1.36
82,SP95,2008,3,1.38
82,SP95,2008,4,1.4
82,SP95,2008,5,1.46
82,SP95,2008,6,1.51
82,SP95,2008,7,1.5
82,SP95,2008,8,1.44
82,SP95,2008,9,1.44
82,SP95,2008,10,1.34
82,SP95,2008,11,1.21
82,SP95,2008,12,1.13
82,SP95,2009,1,1.13
82,SP95,2009,2,1.16
82,SP95,2009,3,1.16
82,SP95,2009,4,1.19
82,SP95,2009,5,1.22
82,SP95,2009,6,1.28
82,SP95,2009,7,1.25
82,SP95,2009,8,1.28
82,SP95,2009,9,1.26
82,SP95,2009,10,1.25
82,SP95,2009,11,1.28
82,SP95,2009,12,1.27
82,SP95,2010,1,1.32
82,SP95,2010,2,1.33
82,SP95,2010,3,1.37
82,SP95,2010,4,1.39
82,SP95,2010,5,1.39
82,SP95,2010,6,1.38
82,SP95,2010,7,1.36
82,SP95,2010,8,1.35
82,SP95,2010,9,1.35
82,SP95,2010,10,1.38
82,SP95,2010,11,1.39
82,SP95,2010,12,1.43
82,SP95,2011,1,1.48
82,SP95,2011,2,1.49
82,SP95,2011,3,1.53
82,SP95,2011,4,1.55
82,SP95,2011,5,1.55
82,SP95,2011,6,1.52
82,SP95,2011,7,1.52
82,SP95,2011,8,1.52
82,SP95,2011,9,1.53
82,SP95,2011,10,1.52
82,SP95,2011,11,1.51
82,SP95,2011,12,1.51
82,SP95,2012,1,1.56
82,SP95,2012,2,1.6
82,SP95,2012,3,1.65
82,SP95,2012,4,1.68
82,SP95,2012,5,1.61
82,SP95,2012,6,1.55
82,SP95,2012,7,1.56
82,SP95,2012,8,1.63
82,SP95,2012,9,1.6
82,SP95,2012,10,1.57
82,SP95,2012,11,1.52
82,SP95,2012,12,1.53
82,SP95,2013,1,1.58
82,SP95,2013,2,1.64
82,SP95,2013,3,1.63
82,SP95,2013,4,1.58
82,SP95,2013,5,1.55
82,SP95,2013,6,1.56
82,SP95,2013,7,1.57
82,SP95,2013,8,1.57
82,SP95,2013,9,1.56
82,SP95,2013,10,1.52
82,SP95,2013,11,1.51
82,SP95,2013,12,1.53
82,SP95,2014,1,1.52
82,SP95,2014,2,1.53
82,SP95,2014,3,1.54
82,SP95,2014,4,1.54
82,SP95,2014,5,1.55
82,SP95,2014,6,1.55
82,SP95,2014,7,1.56
82,SP95,2014,8,1.53
82,SP95,2014,9,1.52
82,SP95,2014,10,1.5
82,SP95,2014,11,1.46
82,SP95,2014,12,1.38
82,SP95,2015,1,1.31
82,SP95,2015,2,1.36
82,SP95,2015,3,1.42
82,SP95,2015,4,1.43
82,SP95,2015,5,1.45
82,SP95,2015,6,1.46
82,SP95,2015,7,1.45
82,SP95,2015,8,1.39
82,SP95,2015,9,1.33
82,SP95,2015,10,1.33
82,SP95,2015,11,1.32
82,SP95,2015,12,1.31
82,SP95,2016,1,
82,SP95,2016,2,
82,SP95,2016,3,
82,SP95,2016,4,
82,SP95,2016,5,
82,SP95,2016,6,
82,SP95,2016,7,
82,SP95,2016,8,
82,SP95,2016,9,
82,SP95,2016,10,
82,SP95,2016,11,
82,SP95,2016,12,
82,SP95,2017,1,
82,SP95,2017,2,
82,SP95,2017,3,
82,SP95,2017,4,
82,SP95,2017,5,
82,SP95,2017,6,
82,SP95,2017,7,
82,SP95,2017,8,
82,SP95,2017,9,
82,SP95,2017,10,
82,SP95,2017,11,
82,SP95,2017,12,
82,SP95,2018,1,
82,SP95,2018,2,
82,SP95,2018,3,
82,SP95,2018,4,
82,SP95,2018,5,
82,SP95,2018,6,
82,SP95,2018,7,
82,SP95,2018,8,
82,SP95,2018,9,
82,SP95,2018,10,
82,SP95,2018,11,
82,SP95,2018,12,
82,SP95,2019,1,
82,SP95,2019,2,
82,SP95,2019,3,
82,SP95,2019,4,
82,SP95,2019,5,
82,SP95,2019,6,
82,SP95,2019,7,
82,SP95,2019,8,
82,SP95,2019,9,
82,SP95,2019,10,
82,SP95,2019,11,
82,SP95,2019,12,
82,SP95,2020,1,
82,SP95,2020,2,
82,SP95,2020,3,
82,SP95,2020,4,
82,SP95,2020,5,
82,SP95,2020,6,
82,SP95,2020,7,
82,SP95,2020,8,
82,SP95,2020,9,
82,SP95,2020,10,
82,SP95,2020,11,
82,SP95,2020,12,
82,SP95,2021,1,
82,SP95,2021,2,
82,SP95,2021,3,
82,SP95,2021,4,
82,SP95,2021,5,
82,SP95,2021,6,
82,SP95,2021,7,
82,SP95,2021,8,
82,SP95,2021,9,
82,SP95,2021,10,
82,SP95,2021,11,
82,SP95,2021,12,
82,GPLc,2007,12,0.74
82,GPLc,2007,11,0.74
82,GPLc,2007,1,
82,GPLc,2007,2,
82,GPLc,2007,3,
82,GPLc,2007,4,
82,GPLc,2007,5,
82,GPLc,2007,6,
82,GPLc,2007,7,
82,GPLc,2007,8,
82,GPLc,2007,9,
82,GPLc,2007,10,
82,GPLc,2008,1,0.74
82,GPLc,2008,3,0.74
82,GPLc,2008,4,0.74
82,GPLc,2008,5,0.75
82,GPLc,2008,7,0.77
82,GPLc,2008,10,0.78
82,GPLc,2008,11,0.77
82,GPLc,2008,12,0.74
82,GPLc,2008,2,0.74
82,GPLc,2008,6,0.76
82,GPLc,2008,8,0.78
82,GPLc,2008,9,0.78
82,GPLc,2009,1,0.71
82,GPLc,2009,3,0.68
82,GPLc,2009,4,0.65
82,GPLc,2009,5,0.64
82,GPLc,2009,6,0.64
82,GPLc,2009,8,0.65
82,GPLc,2009,9,0.66
82,GPLc,2009,10,0.66
82,GPLc,2009,12,0.68
82,GPLc,2009,2,0.7
82,GPLc,2009,7,0.64
82,GPLc,2009,11,0.66
82,GPLc,2010,1,0.71
82,GPLc,2010,3,0.7
82,GPLc,2010,6,0.73
82,GPLc,2010,8,0.76
82,GPLc,2010,9,0.77
82,GPLc,2010,10,0.78
82,GPLc,2010,7,0.75
82,GPLc,2010,11,0.8
82,GPLc,2010,12,0.83
82,GPLc,2010,5,0.72
82,GPLc,2010,2,0.71
82,GPLc,2010,4,0.71
82,GPLc,2011,1,0.83
82,GPLc,2011,6,0.85
82,GPLc,2011,7,0.85
82,GPLc,2011,8,0.86
82,GPLc,2011,4,0.84
82,GPLc,2011,5,0.84
82,GPLc,2011,9,0.86
82,GPLc,2011,11,0.86
82,GPLc,2011,3,0.83
82,GPLc,2011,12,0.86
82,GPLc,2011,2,0.83
82,GPLc,2011,10,0.86
82,GPLc,2012,1,0.85
82,GPLc,2012,10,0.88
82,GPLc,2012,2,0.86
82,GPLc,2012,3,0.88
82,GPLc,2012,4,0.89
82,GPLc,2012,5,0.89
82,GPLc,2012,6,0.89
82,GPLc,2012,7,0.87
82,GPLc,2012,8,0.87
82,GPLc,2012,9,0.87
82,GPLc,2012,11,0.88
82,GPLc,2012,12,0.89
82,GPLc,2013,4,0.9
82,GPLc,2013,9,0.88
82,GPLc,2013,2,0.9
82,GPLc,2013,3,0.9
82,GPLc,2013,6,0.88
82,GPLc,2013,1,0.89
82,GPLc,2013,5,0.88
82,GPLc,2013,7,0.88
82,GPLc,2013,8,0.87
82,GPLc,2013,10,0.87
82,GPLc,2013,11,0.87
82,GPLc,2013,12,0.88
82,GPLc,2014,2,0.88
82,GPLc,2014,6,0.87
82,GPLc,2014,12,0.86
82,GPLc,2014,11,0.87
82,GPLc,2014,1,0.89
82,GPLc,2014,3,0.88
82,GPLc,2014,4,0.88
82,GPLc,2014,5,0.88
82,GPLc,2014,7,0.87
82,GPLc,2014,8,0.87
82,GPLc,2014,10,0.87
82,GPLc,2014,9,0.87
82,GPLc,2015,5,0.82
82,GPLc,2015,10,0.77
82,GPLc,2015,11,0.77
82,GPLc,2015,12,0.76
82,GPLc,2015,8,0.8
82,GPLc,2015,2,0.83
82,GPLc,2015,6,0.81
82,GPLc,2015,3,0.82
82,GPLc,2015,4,0.81
82,GPLc,2015,7,0.8
82,GPLc,2015,1,0.84
82,GPLc,2015,9,0.78
82,GPLc,2016,1,
82,GPLc,2016,2,
82,GPLc,2016,3,
82,GPLc,2016,4,
82,GPLc,2016,5,
82,GPLc,2016,6,
82,GPLc,2016,7,
82,GPLc,2016,8,
82,GPLc,2016,9,
82,GPLc,2016,10,
82,GPLc,2016,11,
82,GPLc,2016,12,
82,GPLc,2017,1,
82,GPLc,2017,2,
82,GPLc,2017,3,
82,GPLc,2017,4,
82,GPLc,2017,5,
82,GPLc,2017,6,
82,GPLc,2017,7,
82,GPLc,2017,8,
82,GPLc,2017,9,
82,GPLc,2017,10,
82,GPLc,2017,11,
82,GPLc,2017,12,
82,GPLc,2018,1,
82,GPLc,2018,2,
82,GPLc,2018,3,
82,GPLc,2018,4,
82,GPLc,2018,5,
82,GPLc,2018,6,
82,GPLc,2018,7,
82,GPLc,2018,8,
82,GPLc,2018,9,
82,GPLc,2018,10,
82,GPLc,2018,11,
82,GPLc,2018,12,
82,GPLc,2019,1,
82,GPLc,2019,2,
82,GPLc,2019,3,
82,GPLc,2019,4,
82,GPLc,2019,5,
82,GPLc,2019,6,
82,GPLc,2019,7,
82,GPLc,2019,8,
82,GPLc,2019,9,
82,GPLc,2019,10,
82,GPLc,2019,11,
82,GPLc,2019,12,
82,GPLc,2020,1,
82,GPLc,2020,2,
82,GPLc,2020,3,
82,GPLc,2020,4,
82,GPLc,2020,5,
82,GPLc,2020,6,
82,GPLc,2020,7,
82,GPLc,2020,8,
82,GPLc,2020,9,
82,GPLc,2020,10,
82,GPLc,2020,11,
82,GPLc,2020,12,
82,GPLc,2021,1,
82,GPLc,2021,2,
82,GPLc,2021,3,
82,GPLc,2021,4,
82,GPLc,2021,5,
82,GPLc,2021,6,
82,GPLc,2021,7,
82,GPLc,2021,8,
82,GPLc,2021,9,
82,GPLc,2021,10,
82,GPLc,2021,11,
82,GPLc,2021,12,
82,E85,2007,7,0.83
82,E85,2007,9,0.82
82,E85,2007,10,0.83
82,E85,2007,11,0.83
82,E85,2007,12,0.85
82,E85,2007,6,0.83
82,E85,2007,8,0.83
82,E85,2007,4,0.83
82,E85,2007,5,0.83
82,E85,2007,1,
82,E85,2007,2,
82,E85,2007,3,
82,E85,2008,3,0.87
82,E85,2008,6,0.88
82,E85,2008,7,0.9
82,E85,2008,8,0.92
82,E85,2008,12,0.91
82,E85,2008,9,0.92
82,E85,2008,10,0.92
82,E85,2008,11,0.91
82,E85,2008,5,0.88
82,E85,2008,1,0.85
82,E85,2008,2,0.87
82,E85,2008,4,0.87
82,E85,2009,7,0.95
82,E85,2009,8,1.01
82,E85,2009,10,1.05
82,E85,2009,11,1.07
82,E85,2009,12,1.08
82,E85,2009,3,0.87
82,E85,2009,9,1.04
82,E85,2009,6,0.88
82,E85,2009,1,0.84
82,E85,2009,4,0.88
82,E85,2009,5,0.88
82,E85,2009,2,0.82
82,E85,2010,1,1.04
82,E85,2010,2,1.02
82,E85,2010,4,1.05
82,E85,2010,6,1.1
82,E85,2010,3,1.03
82,E85,2010,7,1.1
82,E85,2010,8,1.1
82,E85,2010,12,1.15
82,E85,2010,11,1.14
82,E85,2010,5,1.06
82,E85,2010,10,1.13
82,E85,2010,9,1.12
82,E85,2011,7,0.91
82,E85,2011,1,0.89
82,E85,2011,3,0.89
82,E85,2011,5,0.9
82,E85,2011,6,0.91
82,E85,2011,2,0.89
82,E85,2011,8,0.92
82,E85,2011,9,0.92
82,E85,2011,4,0.9
82,E85,2011,10,0.92
82,E85,2011,11,0.92
82,E85,2011,12,0.92
82,E85,2012,7,0.93
82,E85,2012,8,0.94
82,E85,2012,9,0.93
82,E85,2012,10,0.94
82,E85,2012,11,0.94
82,E85,2012,1,0.93
82,E85,2012,3,0.94
82,E85,2012,2,0.94
82,E85,2012,5,0.94
82,E85,2012,12,0.95
82,E85,2012,4,0.94
82,E85,2012,6,0.94
82,E85,2013,1,0.95
82,E85,2013,2,0.96
82,E85,2013,7,0.95
82,E85,2013,8,0.95
82,E85,2013,10,0.94
82,E85,2013,6,0.95
82,E85,2013,9,0.95
82,E85,2013,11,0.93
82,E85,2013,12,0.93
82,E85,2013,3,0.97
82,E85,2013,5,0.95
82,E85,2013,4,0.96
82,E85,2014,8,0.93
82,E85,2014,7,0.93
82,E85,2014,9,0.92
82,E85,2014,10,0.92
82,E85,2014,12,0.92
82,E85,2014,2,0.93
82,E85,2014,3,0.94
82,E85,2014,4,0.93
82,E85,2014,5,0.94
82,E85,2014,6,0.93
82,E85,2014,1,0.93
82,E85,2014,11,0.92
82,E85,2015,8,0.94
82,E85,2015,10,0.95
82,E85,2015,11,0.95
82,E85,2015,12,0.94
82,E85,2015,2,0.95
82,E85,2015,1,0.91
82,E85,2015,6,0.95
82,E85,2015,7,0.93
82,E85,2015,9,0.94
82,E85,2015,3,0.94
82,E85,2015,4,0.95
82,E85,2015,5,0.95
82,E85,2016,1,
82,E85,2016,2,
82,E85,2016,3,
82,E85,2016,4,
82,E85,2016,5,
82,E85,2016,6,
82,E85,2016,7,
82,E85,2016,8,
82,E85,2016,9,
82,E85,2016,10,
82,E85,2016,11,
82,E85,2016,12,
82,E85,2017,1,
82,E85,2017,2,
82,E85,2017,3,
82,E85,2017,4,
82,E85,2017,5,
82,E85,2017,6,
82,E85,2017,7,
82,E85,2017,8,
82,E85,2017,9,
82,E85,2017,10,
82,E85,2017,11,
82,E85,2017,12,
82,E85,2018,1,
82,E85,2018,2,
82,E85,2018,3,
82,E85,2018,4,
82,E85,2018,5,
82,E85,2018,6,
82,E85,2018,7,
82,E85,2018,8,
82,E85,2018,9,
82,E85,2018,10,
82,E85,2018,11,
82,E85,2018,12,
82,E85,2019,1,
82,E85,2019,2,
82,E85,2019,3,
82,E85,2019,4,
82,E85,2019,5,
82,E85,2019,6,
82,E85,2019,7,
82,E85,2019,8,
82,E85,2019,9,
82,E85,2019,10,
82,E85,2019,11,
82,E85,2019,12,
82,E85,2020,1,
82,E85,2020,2,
82,E85,2020,3,
82,E85,2020,4,
82,E85,2020,5,
82,E85,2020,6,
82,E85,2020,7,
82,E85,2020,8,
82,E85,2020,9,
82,E85,2020,10,
82,E85,2020,11,
82,E85,2020,12,
82,E85,2021,1,
82,E85,2021,2,
82,E85,2021,3,
82,E85,2021,4,
82,E85,2021,5,
82,E85,2021,6,
82,E85,2021,7,
82,E85,2021,8,
82,E85,2021,9,
82,E85,2021,10,
82,E85,2021,11,
82,E85,2021,12,
82,E10,2009,4,1.16
82,E10,2009,5,1.21
82,E10,2009,6,1.27
82,E10,2009,7,1.24
82,E10,2009,8,1.26
82,E10,2009,9,1.24
82,E10,2009,10,1.23
82,E10,2009,11,1.26
82,E10,2009,12,1.25
82,E10,2009,1,
82,E10,2009,2,
82,E10,2009,3,
82,E10,2010,1,1.3
82,E10,2010,2,1.31
82,E10,2010,3,1.35
82,E10,2010,4,1.38
82,E10,2010,5,1.38
82,E10,2010,6,1.37
82,E10,2010,7,1.35
82,E10,2010,8,1.34
82,E10,2010,9,1.34
82,E10,2010,10,1.35
82,E10,2010,11,1.37
82,E10,2010,12,1.41
82,E10,2011,1,1.46
82,E10,2011,2,1.47
82,E10,2011,3,1.5
82,E10,2011,4,1.52
82,E10,2011,5,1.52
82,E10,2011,6,1.51
82,E10,2011,7,1.51
82,E10,2011,8,1.51
82,E10,2011,9,1.52
82,E10,2011,10,1.5
82,E10,2011,11,1.5
82,E10,2011,12,1.49
82,E10,2012,1,1.54
82,E10,2012,2,1.58
82,E10,2012,3,1.63
82,E10,2012,4,1.66
82,E10,2012,5,1.59
82,E10,2012,6,1.53
82,E10,2012,7,1.55
82,E10,2012,8,1.61
82,E10,2012,9,1.57
82,E10,2012,10,1.53
82,E10,2012,11,1.48
82,E10,2012,12,1.5
82,E10,2013,1,1.55
82,E10,2013,2,1.62
82,E10,2013,3,1.6
82,E10,2013,4,1.56
82,E10,2013,5,1.53
82,E10,2013,6,1.54
82,E10,2013,7,1.55
82,E10,2013,8,1.56
82,E10,2013,9,1.55
82,E10,2013,10,1.5
82,E10,2013,11,1.49
82,E10,2013,12,1.51
82,E10,2014,3,1.52
82,E10,2014,6,1.54
82,E10,2014,7,1.54
82,E10,2014,8,1.52
82,E10,2014,9,1.51
82,E10,2014,10,1.48
82,E10,2014,11,1.44
82,E10,2014,12,1.36
82,E10,2014,1,1.51
82,E10,2014,2,1.52
82,E10,2014,4,1.53
82,E10,2014,5,1.53
82,E10,2015,2,1.35
82,E10,2015,1,1.3
82,E10,2015,3,1.4
82,E10,2015,4,1.41
82,E10,2015,6,1.45
82,E10,2015,7,1.44
82,E10,2015,8,1.38
82,E10,2015,9,1.32
82,E10,2015,10,1.31
82,E10,2015,11,1.31
82,E10,2015,12,1.29
82,E10,2015,5,1.44
82,E10,2016,1,
82,E10,2016,2,
82,E10,2016,3,
82,E10,2016,4,
82,E10,2016,5,
82,E10,2016,6,
82,E10,2016,7,
82,E10,2016,8,
82,E10,2016,9,
82,E10,2016,10,
82,E10,2016,11,
82,E10,2016,12,
82,E10,2017,1,
82,E10,2017,2,
82,E10,2017,3,
82,E10,2017,4,
82,E10,2017,5,
82,E10,2017,6,
82,E10,2017,7,
82,E10,2017,8,
82,E10,2017,9,
82,E10,2017,10,
82,E10,2017,11,
82,E10,2017,12,
82,E10,2018,1,
82,E10,2018,2,
82,E10,2018,3,
82,E10,2018,4,
82,E10,2018,5,
82,E10,2018,6,
82,E10,2018,7,
82,E10,2018,8,
82,E10,2018,9,
82,E10,2018,10,
82,E10,2018,11,
82,E10,2018,12,
82,E10,2019,1,
82,E10,2019,2,
82,E10,2019,3,
82,E10,2019,4,
82,E10,2019,5,
82,E10,2019,6,
82,E10,2019,7,
82,E10,2019,8,
82,E10,2019,9,
82,E10,2019,10,
82,E10,2019,11,
82,E10,2019,12,
82,E10,2020,1,
82,E10,2020,2,
82,E10,2020,3,
82,E10,2020,4,
82,E10,2020,5,
82,E10,2020,6,
82,E10,2020,7,
82,E10,2020,8,
82,E10,2020,9,
82,E10,2020,10,
82,E10,2020,11,
82,E10,2020,12,
82,E10,2021,1,
82,E10,2021,2,
82,E10,2021,3,
82,E10,2021,4,
82,E10,2021,5,
82,E10,2021,6,
82,E10,2021,7,
82,E10,2021,8,
82,E10,2021,9,
82,E10,2021,10,
82,E10,2021,11,
82,E10,2021,12,
82,SP98,2013,6,1.58
82,SP98,2013,7,1.61
82,SP98,2013,8,1.61
82,SP98,2013,9,1.6
82,SP98,2013,10,1.56
82,SP98,2013,11,1.55
82,SP98,2013,12,1.57
82,SP98,2013,1,
82,SP98,2013,2,
82,SP98,2013,3,
82,SP98,2013,4,
82,SP98,2013,5,
82,SP98,2014,1,1.57
82,SP98,2014,2,1.58
82,SP98,2014,3,1.58
82,SP98,2014,4,1.59
82,SP98,2014,5,1.59
82,SP98,2014,6,1.6
82,SP98,2014,7,1.6
82,SP98,2014,8,1.58
82,SP98,2014,9,1.57
82,SP98,2014,10,1.55
82,SP98,2014,11,1.51
82,SP98,2014,12,1.43
82,SP98,2015,1,1.36
82,SP98,2015,2,1.41
82,SP98,2015,3,1.46
82,SP98,2015,4,1.47
82,SP98,2015,5,1.5
82,SP98,2015,6,1.51
82,SP98,2015,7,1.5
82,SP98,2015,8,1.44
82,SP98,2015,9,1.38
82,SP98,2015,10,1.37
82,SP98,2015,11,1.37
82,SP98,2015,12,1.36
82,SP98,2016,1,
82,SP98,2016,2,
82,SP98,2016,3,
82,SP98,2016,4,
82,SP98,2016,5,
82,SP98,2016,6,
82,SP98,2016,7,
82,SP98,2016,8,
82,SP98,2016,9,
82,SP98,2016,10,
82,SP98,2016,11,
82,SP98,2016,12,
82,SP98,2017,1,
82,SP98,2017,2,
82,SP98,2017,3,
82,SP98,2017,4,
82,SP98,2017,5,
82,SP98,2017,6,
82,SP98,2017,7,
82,SP98,2017,8,
82,SP98,2017,9,
82,SP98,2017,10,
82,SP98,2017,11,
82,SP98,2017,12,
82,SP98,2018,1,
82,SP98,2018,2,
82,SP98,2018,3,
82,SP98,2018,4,
82,SP98,2018,5,
82,SP98,2018,6,
82,SP98,2018,7,
82,SP98,2018,8,
82,SP98,2018,9,
82,SP98,2018,10,
82,SP98,2018,11,
82,SP98,2018,12,
82,SP98,2019,1,
82,SP98,2019,2,
82,SP98,2019,3,
82,SP98,2019,4,
82,SP98,2019,5,
82,SP98,2019,6,
82,SP98,2019,7,
82,SP98,2019,8,
82,SP98,2019,9,
82,SP98,2019,10,
82,SP98,2019,11,
82,SP98,2019,12,
82,SP98,2020,1,
82,SP98,2020,2,
82,SP98,2020,3,
82,SP98,2020,4,
82,SP98,2020,5,
82,SP98,2020,6,
82,SP98,2020,7,
82,SP98,2020,8,
82,SP98,2020,9,
82,SP98,2020,10,
82,SP98,2020,11,
82,SP98,2020,12,
82,SP98,2021,1,
82,SP98,2021,2,
82,SP98,2021,3,
82,SP98,2021,4,
82,SP98,2021,5,
82,SP98,2021,6,
82,SP98,2021,7,
82,SP98,2021,8,
82,SP98,2021,9,
82,SP98,2021,10,
82,SP98,2021,11,
82,SP98,2021,12,
22,Gazole,2007,1,1.02
22,Gazole,2007,2,1.02
22,Gazole,2007,4,1.06
22,Gazole,2007,5,1.07
22,Gazole,2007,6,1.08
22,Gazole,2007,7,1.09
22,Gazole,2007,8,1.09
22,Gazole,2007,9,1.11
22,Gazole,2007,10,1.13
22,Gazole,2007,11,1.2
22,Gazole,2007,12,1.21
22,Gazole,2007,3,1.04
22,Gazole,2008,1,1.2
22,Gazole,2008,2,1.21
22,Gazole,2008,3,1.26
22,Gazole,2008,4,1.29
22,Gazole,2008,5,1.39
22,Gazole,2008,6,1.44
22,Gazole,2008,7,1.43
22,Gazole,2008,8,1.35
22,Gazole,2008,9,1.32
22,Gazole,2008,10,1.23
22,Gazole,2008,11,1.13
22,Gazole,2008,12,1.01
22,Gazole,2009,1,0.99
22,Gazole,2009,2,0.97
22,Gazole,2009,3,0.95
22,Gazole,2009,4,0.97
22,Gazole,2009,5,0.97
22,Gazole,2009,6,1.02
22,Gazole,2009,7,1.0
22,Gazole,2009,8,1.04
22,Gazole,2009,9,1.02
22,Gazole,2009,10,1.03
